,image_name,x,y,score
284,RPE1wt_CEP63+CETN2+PCNT_1_001_004_max_C1,1103,1206,0.8653748631477356
285,RPE1wt_CEP63+CETN2+PCNT_1_001_004_max_C1,1451,1140,0.22355711460113525
286,RPE1wt_CEP63+CETN2+PCNT_1_001_004_max_C1,583,1137,0.2955597937107086
287,RPE1wt_CEP63+CETN2+PCNT_1_001_004_max_C1,576,1135,0.8943189382553101
288,RPE1wt_CEP63+CETN2+PCNT_1_001_004_max_C1,1446,1134,0.9340444207191467
289,RPE1wt_CEP63+CETN2+PCNT_1_001_004_max_C1,1756,1071,0.9548686742782593
290,RPE1wt_CEP63+CETN2+PCNT_1_001_004_max_C1,1763,1065,0.5840888619422913
291,RPE1wt_CEP63+CETN2+PCNT_1_001_004_max_C1,1263,1034,0.9716644883155823
292,RPE1wt_CEP63+CETN2+PCNT_1_001_004_max_C1,951,1026,0.9258740544319153
293,RPE1wt_CEP63+CETN2+PCNT_1_001_004_max_C1,1272,1001,0.9468512535095215
294,RPE1wt_CEP63+CETN2+PCNT_1_001_004_max_C1,1549,953,0.9385626316070557
295,RPE1wt_CEP63+CETN2+PCNT_1_001_004_max_C1,208,949,0.8269092440605164
296,RPE1wt_CEP63+CETN2+PCNT_1_001_004_max_C1,256,934,0.9817713499069214
297,RPE1wt_CEP63+CETN2+PCNT_1_001_004_max_C1,325,860,0.8847784996032715
298,RPE1wt_CEP63+CETN2+PCNT_1_001_004_max_C1,742,839,0.8449705243110657
299,RPE1wt_CEP63+CETN2+PCNT_1_001_004_max_C1,742,835,0.9153648018836975
300,RPE1wt_CEP63+CETN2+PCNT_1_001_004_max_C1,1656,788,0.945167601108551
301,RPE1wt_CEP63+CETN2+PCNT_1_001_004_max_C1,698,786,0.8647298216819763
302,RPE1wt_CEP63+CETN2+PCNT_1_001_004_max_C1,690,785,0.2912065088748932
303,RPE1wt_CEP63+CETN2+PCNT_1_001_004_max_C1,1401,773,0.6854236721992493
304,RPE1wt_CEP63+CETN2+PCNT_1_001_004_max_C1,1404,768,0.7754442095756531
305,RPE1wt_CEP63+CETN2+PCNT_1_001_004_max_C1,1586,690,0.8796429634094238
306,RPE1wt_CEP63+CETN2+PCNT_1_001_004_max_C1,1584,688,0.8247689008712769
307,RPE1wt_CEP63+CETN2+PCNT_1_001_004_max_C1,944,685,0.9461561441421509
308,RPE1wt_CEP63+CETN2+PCNT_1_001_004_max_C1,493,623,0.8711887001991272
309,RPE1wt_CEP63+CETN2+PCNT_1_001_004_max_C1,487,621,0.9212413430213928
310,RPE1wt_CEP63+CETN2+PCNT_1_001_004_max_C1,22,619,0.844415545463562
311,RPE1wt_CEP63+CETN2+PCNT_1_001_004_max_C1,18,612,0.9659371972084045
312,RPE1wt_CEP63+CETN2+PCNT_1_001_004_max_C1,1357,453,0.13580060005187988
313,RPE1wt_CEP63+CETN2+PCNT_1_001_004_max_C1,1351,453,0.9149600267410278
314,RPE1wt_CEP63+CETN2+PCNT_1_001_004_max_C1,956,400,0.5562949776649475
315,RPE1wt_CEP63+CETN2+PCNT_1_001_004_max_C1,952,395,0.9370465874671936
316,RPE1wt_CEP63+CETN2+PCNT_1_001_004_max_C1,1717,371,0.13824181258678436
317,RPE1wt_CEP63+CETN2+PCNT_1_001_004_max_C1,1720,366,0.8763794898986816
318,RPE1wt_CEP63+CETN2+PCNT_1_001_004_max_C1,1827,99,0.9491087794303894
319,RPE1wt_CEP63+CETN2+PCNT_1_002_003_max_C1,859,2029,0.11071936786174774
320,RPE1wt_CEP63+CETN2+PCNT_1_002_003_max_C1,854,2029,0.8669975399971008
321,RPE1wt_CEP63+CETN2+PCNT_1_002_003_max_C1,1698,2004,0.6536383032798767
322,RPE1wt_CEP63+CETN2+PCNT_1_002_003_max_C1,1697,2001,0.9046977162361145
323,RPE1wt_CEP63+CETN2+PCNT_1_002_003_max_C1,29,1901,0.8702181577682495
324,RPE1wt_CEP63+CETN2+PCNT_1_002_003_max_C1,26,1898,0.2559479773044586
325,RPE1wt_CEP63+CETN2+PCNT_1_002_003_max_C1,24,1897,0.5469220876693726
326,RPE1wt_CEP63+CETN2+PCNT_1_002_003_max_C1,1441,1841,0.6189677119255066
327,RPE1wt_CEP63+CETN2+PCNT_1_002_003_max_C1,1447,1839,0.7746195793151855
328,RPE1wt_CEP63+CETN2+PCNT_1_002_003_max_C1,437,1791,0.3305116295814514
329,RPE1wt_CEP63+CETN2+PCNT_1_002_003_max_C1,434,1786,0.9307253360748291
330,RPE1wt_CEP63+CETN2+PCNT_1_002_003_max_C1,1002,1766,0.8472266793251038
331,RPE1wt_CEP63+CETN2+PCNT_1_002_003_max_C1,1016,1759,0.8558169007301331
332,RPE1wt_CEP63+CETN2+PCNT_1_002_003_max_C1,1153,1689,0.6457103490829468
333,RPE1wt_CEP63+CETN2+PCNT_1_002_003_max_C1,1152,1686,0.8735057711601257
334,RPE1wt_CEP63+CETN2+PCNT_1_002_003_max_C1,1713,1637,0.8159623742103577
335,RPE1wt_CEP63+CETN2+PCNT_1_002_003_max_C1,1709,1635,0.11061307787895203
336,RPE1wt_CEP63+CETN2+PCNT_1_002_003_max_C1,701,1535,0.9715685248374939
337,RPE1wt_CEP63+CETN2+PCNT_1_002_003_max_C1,279,1390,0.7248961925506592
338,RPE1wt_CEP63+CETN2+PCNT_1_002_003_max_C1,282,1385,0.9753355979919434
339,RPE1wt_CEP63+CETN2+PCNT_1_002_003_max_C1,749,1276,0.66256183385849
340,RPE1wt_CEP63+CETN2+PCNT_1_002_003_max_C1,744,1269,0.9269208908081055
341,RPE1wt_CEP63+CETN2+PCNT_1_002_003_max_C1,621,1066,0.8671688437461853
342,RPE1wt_CEP63+CETN2+PCNT_1_002_003_max_C1,625,1064,0.9029921293258667
343,RPE1wt_CEP63+CETN2+PCNT_1_002_003_max_C1,303,1052,0.9429154992103577
344,RPE1wt_CEP63+CETN2+PCNT_1_002_003_max_C1,182,726,0.9239909648895264
345,RPE1wt_CEP63+CETN2+PCNT_1_002_003_max_C1,611,637,0.9114815592765808
346,RPE1wt_CEP63+CETN2+PCNT_1_002_003_max_C1,611,635,0.9006586074829102
347,RPE1wt_CEP63+CETN2+PCNT_1_002_003_max_C1,160,497,0.8793277144432068
348,RPE1wt_CEP63+CETN2+PCNT_1_002_003_max_C1,158,488,0.8597841858863831
349,RPE1wt_CEP63+CETN2+PCNT_1_002_003_max_C1,683,359,0.9327272176742554
350,RPE1wt_CEP63+CETN2+PCNT_1_002_003_max_C1,684,356,0.7943555116653442
351,RPE1wt_CEP63+CETN2+PCNT_1_002_003_max_C1,684,354,0.8092370629310608
352,RPE1wt_CEP63+CETN2+PCNT_1_002_003_max_C1,832,22,0.16415879130363464
353,RPE1wt_CEP63+CETN2+PCNT_1_002_003_max_C1,827,19,0.8863233923912048
354,RPE1wt_CEP63+CETN2+PCNT_1_000_001_max_C1,285,2033,0.9176427125930786
355,RPE1wt_CEP63+CETN2+PCNT_1_000_001_max_C1,1108,1915,0.8838222622871399
356,RPE1wt_CEP63+CETN2+PCNT_1_000_001_max_C1,1105,1908,0.5366130471229553
357,RPE1wt_CEP63+CETN2+PCNT_1_000_001_max_C1,1771,1733,0.9026898145675659
358,RPE1wt_CEP63+CETN2+PCNT_1_000_001_max_C1,1771,1727,0.11615825444459915
359,RPE1wt_CEP63+CETN2+PCNT_1_000_001_max_C1,555,1629,0.45953312516212463
360,RPE1wt_CEP63+CETN2+PCNT_1_000_001_max_C1,549,1627,0.9531201720237732
361,RPE1wt_CEP63+CETN2+PCNT_1_000_001_max_C1,908,1573,0.9567506313323975
362,RPE1wt_CEP63+CETN2+PCNT_1_000_001_max_C1,904,1569,0.10814788192510605
363,RPE1wt_CEP63+CETN2+PCNT_1_000_001_max_C1,374,1206,0.294655978679657
364,RPE1wt_CEP63+CETN2+PCNT_1_000_001_max_C1,375,1204,0.12878432869911194
365,RPE1wt_CEP63+CETN2+PCNT_1_000_001_max_C1,374,1202,0.8843259215354919
366,RPE1wt_CEP63+CETN2+PCNT_1_000_001_max_C1,1267,902,0.9513317942619324
367,RPE1wt_CEP63+CETN2+PCNT_1_000_001_max_C1,1275,901,0.8639194965362549
368,RPE1wt_CEP63+CETN2+PCNT_1_000_001_max_C1,506,851,0.10689295083284378
369,RPE1wt_CEP63+CETN2+PCNT_1_000_001_max_C1,504,845,0.9210212230682373
370,RPE1wt_CEP63+CETN2+PCNT_1_000_001_max_C1,960,784,0.1372898519039154
371,RPE1wt_CEP63+CETN2+PCNT_1_000_001_max_C1,956,778,0.9448379874229431
372,RPE1wt_CEP63+CETN2+PCNT_1_000_001_max_C1,405,522,0.9539722204208374
373,RPE1wt_CEP63+CETN2+PCNT_1_000_001_max_C1,540,509,0.9207937717437744
374,RPE1wt_CEP63+CETN2+PCNT_1_000_001_max_C1,914,502,0.184456929564476
375,RPE1wt_CEP63+CETN2+PCNT_1_000_001_max_C1,908,499,0.9657121300697327
376,RPE1wt_CEP63+CETN2+PCNT_1_000_001_max_C1,1863,241,0.95656418800354
377,RPE1wt_CEP63+CETN2+PCNT_1_000_001_max_C1,1396,239,0.7231549024581909
378,RPE1wt_CEP63+CETN2+PCNT_1_000_001_max_C1,1397,232,0.9283599853515625
379,RPE1wt_CEP63+CETN2+PCNT_1_000_001_max_C1,1054,224,0.9560034275054932
380,RPE1wt_CEP63+CETN2+PCNT_1_000_001_max_C1,1062,221,0.49545371532440186
381,RPE1wt_CEP63+CETN2+PCNT_1_000_001_max_C1,1728,201,0.657159686088562
382,RPE1wt_CEP63+CETN2+PCNT_1_000_001_max_C1,1724,200,0.13623805344104767
383,RPE1wt_CEP63+CETN2+PCNT_1_000_001_max_C1,229,185,0.8059717416763306
384,RPE1wt_CEP63+CETN2+PCNT_1_000_001_max_C1,488,83,0.8123845458030701
385,RPE1wt_CEP63+CETN2+PCNT_1_000_001_max_C1,484,80,0.13745325803756714
386,RPE1wt_CEP63+CETN2+PCNT_1_000_001_max_C1,709,66,0.6241735816001892
387,RPE1wt_CEP63+CETN2+PCNT_1_000_001_max_C1,706,63,0.6939365267753601
388,RPE1wt_CEP63+CETN2+PCNT_1_000_001_max_C1,704,61,0.8267859220504761
389,RPE1wt_CEP63+CETN2+PCNT_1_004_002_max_C1,880,2036,0.8467481732368469
390,RPE1wt_CEP63+CETN2+PCNT_1_004_002_max_C1,438,2010,0.9661842584609985
391,RPE1wt_CEP63+CETN2+PCNT_1_004_002_max_C1,6,1972,0.9038559794425964
392,RPE1wt_CEP63+CETN2+PCNT_1_004_002_max_C1,1741,1970,0.9583194255828857
393,RPE1wt_CEP63+CETN2+PCNT_1_004_002_max_C1,186,1963,0.8895751237869263
394,RPE1wt_CEP63+CETN2+PCNT_1_004_002_max_C1,607,1866,0.9093418121337891
395,RPE1wt_CEP63+CETN2+PCNT_1_004_002_max_C1,605,1860,0.3305116295814514
396,RPE1wt_CEP63+CETN2+PCNT_1_004_002_max_C1,1487,1795,0.9610370397567749
397,RPE1wt_CEP63+CETN2+PCNT_1_004_002_max_C1,1215,1795,0.7961320877075195
398,RPE1wt_CEP63+CETN2+PCNT_1_004_002_max_C1,1209,1788,0.6485481262207031
399,RPE1wt_CEP63+CETN2+PCNT_1_004_002_max_C1,825,1714,0.7756730914115906
400,RPE1wt_CEP63+CETN2+PCNT_1_004_002_max_C1,831,1711,0.19606120884418488
401,RPE1wt_CEP63+CETN2+PCNT_1_004_002_max_C1,97,1691,0.9532585144042969
402,RPE1wt_CEP63+CETN2+PCNT_1_004_002_max_C1,1639,1640,0.8294480443000793
403,RPE1wt_CEP63+CETN2+PCNT_1_004_002_max_C1,1635,1639,0.6109910607337952
404,RPE1wt_CEP63+CETN2+PCNT_1_004_002_max_C1,149,1636,0.821226179599762
405,RPE1wt_CEP63+CETN2+PCNT_1_004_002_max_C1,141,1634,0.11779098212718964
406,RPE1wt_CEP63+CETN2+PCNT_1_004_002_max_C1,101,1542,0.9505215287208557
407,RPE1wt_CEP63+CETN2+PCNT_1_004_002_max_C1,1934,1531,0.929391086101532
408,RPE1wt_CEP63+CETN2+PCNT_1_004_002_max_C1,1405,1501,0.9507671594619751
409,RPE1wt_CEP63+CETN2+PCNT_1_004_002_max_C1,1028,1494,0.8580887913703918
410,RPE1wt_CEP63+CETN2+PCNT_1_004_002_max_C1,1028,1491,0.11675550043582916
411,RPE1wt_CEP63+CETN2+PCNT_1_004_002_max_C1,1027,1488,0.2918210029602051
412,RPE1wt_CEP63+CETN2+PCNT_1_004_002_max_C1,453,1456,0.9169571399688721
413,RPE1wt_CEP63+CETN2+PCNT_1_004_002_max_C1,454,1452,0.1042441576719284
414,RPE1wt_CEP63+CETN2+PCNT_1_004_002_max_C1,454,1450,0.640938401222229
415,RPE1wt_CEP63+CETN2+PCNT_1_004_002_max_C1,371,1106,0.9385057091712952
416,RPE1wt_CEP63+CETN2+PCNT_1_004_002_max_C1,375,1103,0.1944998800754547
417,RPE1wt_CEP63+CETN2+PCNT_1_004_002_max_C1,1094,1057,0.8602739572525024
418,RPE1wt_CEP63+CETN2+PCNT_1_004_002_max_C1,1158,958,0.9401408433914185
419,RPE1wt_CEP63+CETN2+PCNT_1_004_002_max_C1,182,906,0.7840381860733032
420,RPE1wt_CEP63+CETN2+PCNT_1_004_002_max_C1,177,905,0.8626293540000916
421,RPE1wt_CEP63+CETN2+PCNT_1_004_002_max_C1,1102,871,0.9538662433624268
422,RPE1wt_CEP63+CETN2+PCNT_1_004_002_max_C1,1920,510,0.9735395908355713
423,RPE1wt_CEP63+CETN2+PCNT_1_004_002_max_C1,1730,361,0.9268132448196411
424,RPE1wt_CEP63+CETN2+PCNT_1_004_002_max_C1,1945,117,0.9351767301559448
425,RPE1wt_CEP63+CETN2+PCNT_1_004_002_max_C1,284,23,0.10521624237298965
426,RPE1wt_CEP63+CETN2+PCNT_1_004_002_max_C1,290,21,0.9320730566978455
427,RPE1wt_CEP63+CETN2+PCNT_1_001_000_max_C1,26,1932,0.9095510244369507
428,RPE1wt_CEP63+CETN2+PCNT_1_001_000_max_C1,34,1930,0.8174681663513184
429,RPE1wt_CEP63+CETN2+PCNT_1_001_000_max_C1,1904,1906,0.8885684013366699
430,RPE1wt_CEP63+CETN2+PCNT_1_001_000_max_C1,1902,1899,0.6025992631912231
431,RPE1wt_CEP63+CETN2+PCNT_1_001_000_max_C1,852,1801,0.9758394956588745
432,RPE1wt_CEP63+CETN2+PCNT_1_001_000_max_C1,845,1795,0.93858402967453
433,RPE1wt_CEP63+CETN2+PCNT_1_001_000_max_C1,510,1522,0.5203408002853394
434,RPE1wt_CEP63+CETN2+PCNT_1_001_000_max_C1,511,1520,0.26882457733154297
435,RPE1wt_CEP63+CETN2+PCNT_1_001_000_max_C1,511,1517,0.7690743803977966
436,RPE1wt_CEP63+CETN2+PCNT_1_001_000_max_C1,1793,1478,0.8680186867713928
437,RPE1wt_CEP63+CETN2+PCNT_1_001_000_max_C1,1793,1475,0.5745928883552551
438,RPE1wt_CEP63+CETN2+PCNT_1_001_000_max_C1,1793,1472,0.548483669757843
439,RPE1wt_CEP63+CETN2+PCNT_1_001_000_max_C1,1366,1430,0.6748417615890503
440,RPE1wt_CEP63+CETN2+PCNT_1_001_000_max_C1,1362,1430,0.5155187845230103
441,RPE1wt_CEP63+CETN2+PCNT_1_001_000_max_C1,936,1365,0.9724894165992737
442,RPE1wt_CEP63+CETN2+PCNT_1_001_000_max_C1,942,1363,0.29989272356033325
443,RPE1wt_CEP63+CETN2+PCNT_1_001_000_max_C1,347,1266,0.9558051824569702
444,RPE1wt_CEP63+CETN2+PCNT_1_001_000_max_C1,341,1264,0.30030378699302673
445,RPE1wt_CEP63+CETN2+PCNT_1_001_000_max_C1,1377,1076,0.9104641675949097
446,RPE1wt_CEP63+CETN2+PCNT_1_001_000_max_C1,504,1035,0.2441600263118744
447,RPE1wt_CEP63+CETN2+PCNT_1_001_000_max_C1,1694,997,0.9516237378120422
448,RPE1wt_CEP63+CETN2+PCNT_1_001_000_max_C1,1689,989,0.7403129935264587
449,RPE1wt_CEP63+CETN2+PCNT_1_001_000_max_C1,899,987,0.29265296459198
450,RPE1wt_CEP63+CETN2+PCNT_1_001_000_max_C1,905,982,0.9558315277099609
451,RPE1wt_CEP63+CETN2+PCNT_1_001_000_max_C1,360,970,0.9625420570373535
452,RPE1wt_CEP63+CETN2+PCNT_1_001_000_max_C1,366,966,0.3129824697971344
453,RPE1wt_CEP63+CETN2+PCNT_1_001_000_max_C1,161,735,0.9200378656387329
454,RPE1wt_CEP63+CETN2+PCNT_1_001_000_max_C1,1250,726,0.3305116295814514
455,RPE1wt_CEP63+CETN2+PCNT_1_001_000_max_C1,1256,724,0.90237957239151
456,RPE1wt_CEP63+CETN2+PCNT_1_001_000_max_C1,203,723,0.9344931840896606
457,RPE1wt_CEP63+CETN2+PCNT_1_001_000_max_C1,1185,627,0.1037876084446907
458,RPE1wt_CEP63+CETN2+PCNT_1_001_000_max_C1,596,573,0.8656740784645081
459,RPE1wt_CEP63+CETN2+PCNT_1_001_000_max_C1,595,566,0.9270862936973572
460,RPE1wt_CEP63+CETN2+PCNT_1_001_000_max_C1,1816,556,0.6973042488098145
461,RPE1wt_CEP63+CETN2+PCNT_1_001_000_max_C1,1813,555,0.8613035082817078
462,RPE1wt_CEP63+CETN2+PCNT_1_001_000_max_C1,1336,401,0.29301947355270386
463,RPE1wt_CEP63+CETN2+PCNT_1_001_000_max_C1,1341,398,0.8984920978546143
464,RPE1wt_CEP63+CETN2+PCNT_1_001_000_max_C1,308,246,0.2179279923439026
465,RPE1wt_CEP63+CETN2+PCNT_1_001_000_max_C1,306,244,0.6750353574752808
466,RPE1wt_CEP63+CETN2+PCNT_1_001_000_max_C1,304,242,0.8286449313163757
467,RPE1wt_CEP63+CETN2+PCNT_1_001_000_max_C1,1772,206,0.9440023899078369
468,RPE1wt_CEP63+CETN2+PCNT_1_001_000_max_C1,958,188,0.3305116295814514
469,RPE1wt_CEP63+CETN2+PCNT_1_001_000_max_C1,888,149,0.19846180081367493
470,RPE1wt_CEP63+CETN2+PCNT_1_001_000_max_C1,892,146,0.8596431612968445
471,RPE1wt_CEP63+CETN2+PCNT_1_001_000_max_C1,1317,75,0.7418085336685181
472,RPE1wt_CEP63+CETN2+PCNT_1_001_000_max_C1,1312,71,0.9023033976554871
473,RPE1wt_CEP63+CETN2+PCNT_1_000_002_max_C1,937,2046,0.19127926230430603
474,RPE1wt_CEP63+CETN2+PCNT_1_000_002_max_C1,939,2041,0.1252853274345398
475,RPE1wt_CEP63+CETN2+PCNT_1_000_002_max_C1,1543,2038,0.10770265012979507
476,RPE1wt_CEP63+CETN2+PCNT_1_000_002_max_C1,1546,2034,0.7392203211784363
477,RPE1wt_CEP63+CETN2+PCNT_1_000_002_max_C1,1756,2027,0.9335728883743286
478,RPE1wt_CEP63+CETN2+PCNT_1_000_002_max_C1,1248,2017,0.7511361837387085
479,RPE1wt_CEP63+CETN2+PCNT_1_000_002_max_C1,589,1990,0.9531480073928833
480,RPE1wt_CEP63+CETN2+PCNT_1_000_002_max_C1,1648,1925,0.7898642420768738
481,RPE1wt_CEP63+CETN2+PCNT_1_000_002_max_C1,17,1818,0.43507120013237
482,RPE1wt_CEP63+CETN2+PCNT_1_000_002_max_C1,14,1815,0.7088333964347839
483,RPE1wt_CEP63+CETN2+PCNT_1_000_002_max_C1,270,1801,0.8225414752960205
484,RPE1wt_CEP63+CETN2+PCNT_1_000_002_max_C1,700,1783,0.8111594319343567
485,RPE1wt_CEP63+CETN2+PCNT_1_000_002_max_C1,691,1764,0.9252411127090454
486,RPE1wt_CEP63+CETN2+PCNT_1_000_002_max_C1,1299,1572,0.9281533360481262
487,RPE1wt_CEP63+CETN2+PCNT_1_000_002_max_C1,957,1548,0.926517128944397
488,RPE1wt_CEP63+CETN2+PCNT_1_000_002_max_C1,370,1521,0.9558277130126953
489,RPE1wt_CEP63+CETN2+PCNT_1_000_002_max_C1,1756,1485,0.7427749633789062
490,RPE1wt_CEP63+CETN2+PCNT_1_000_002_max_C1,1763,1480,0.944789469242096
491,RPE1wt_CEP63+CETN2+PCNT_1_000_002_max_C1,981,1433,0.8884397149085999
492,RPE1wt_CEP63+CETN2+PCNT_1_000_002_max_C1,538,1325,0.9552834630012512
493,RPE1wt_CEP63+CETN2+PCNT_1_000_002_max_C1,544,1322,0.22808170318603516
494,RPE1wt_CEP63+CETN2+PCNT_1_000_002_max_C1,779,1219,0.6452326774597168
495,RPE1wt_CEP63+CETN2+PCNT_1_000_002_max_C1,777,1213,0.9181023240089417
496,RPE1wt_CEP63+CETN2+PCNT_1_000_002_max_C1,353,1209,0.939556360244751
497,RPE1wt_CEP63+CETN2+PCNT_1_000_002_max_C1,1906,1208,0.9613112807273865
498,RPE1wt_CEP63+CETN2+PCNT_1_000_002_max_C1,1484,1142,0.7769511342048645
499,RPE1wt_CEP63+CETN2+PCNT_1_000_002_max_C1,1696,1132,0.7883498668670654
500,RPE1wt_CEP63+CETN2+PCNT_1_000_002_max_C1,1698,1122,0.8953337073326111
501,RPE1wt_CEP63+CETN2+PCNT_1_000_002_max_C1,1132,1016,0.8977768421173096
502,RPE1wt_CEP63+CETN2+PCNT_1_000_002_max_C1,1936,984,0.806958019733429
503,RPE1wt_CEP63+CETN2+PCNT_1_000_002_max_C1,1935,980,0.29146695137023926
504,RPE1wt_CEP63+CETN2+PCNT_1_000_002_max_C1,1024,926,0.9067663550376892
505,RPE1wt_CEP63+CETN2+PCNT_1_000_002_max_C1,875,896,0.11855421960353851
506,RPE1wt_CEP63+CETN2+PCNT_1_000_002_max_C1,871,893,0.8708716630935669
507,RPE1wt_CEP63+CETN2+PCNT_1_000_002_max_C1,1946,880,0.9082263112068176
508,RPE1wt_CEP63+CETN2+PCNT_1_000_002_max_C1,1940,877,0.598227322101593
509,RPE1wt_CEP63+CETN2+PCNT_1_000_002_max_C1,532,845,0.13479027152061462
510,RPE1wt_CEP63+CETN2+PCNT_1_000_002_max_C1,537,841,0.9040942788124084
511,RPE1wt_CEP63+CETN2+PCNT_1_000_002_max_C1,1386,720,0.9782005548477173
512,RPE1wt_CEP63+CETN2+PCNT_1_000_002_max_C1,279,686,0.9193792939186096
513,RPE1wt_CEP63+CETN2+PCNT_1_000_002_max_C1,781,658,0.9360971450805664
514,RPE1wt_CEP63+CETN2+PCNT_1_000_002_max_C1,783,654,0.25272276997566223
515,RPE1wt_CEP63+CETN2+PCNT_1_000_002_max_C1,52,579,0.9239393472671509
516,RPE1wt_CEP63+CETN2+PCNT_1_000_002_max_C1,1628,575,0.10860422998666763
517,RPE1wt_CEP63+CETN2+PCNT_1_000_002_max_C1,1628,570,0.925197958946228
518,RPE1wt_CEP63+CETN2+PCNT_1_000_002_max_C1,2010,550,0.8119990825653076
519,RPE1wt_CEP63+CETN2+PCNT_1_000_002_max_C1,2001,549,0.33041074872016907
520,RPE1wt_CEP63+CETN2+PCNT_1_000_002_max_C1,1359,459,0.14967164397239685
521,RPE1wt_CEP63+CETN2+PCNT_1_000_002_max_C1,1361,455,0.7593368887901306
522,RPE1wt_CEP63+CETN2+PCNT_1_000_002_max_C1,989,388,0.939355194568634
523,RPE1wt_CEP63+CETN2+PCNT_1_000_002_max_C1,995,383,0.15474632382392883
524,RPE1wt_CEP63+CETN2+PCNT_1_000_002_max_C1,1831,368,0.18106217682361603
525,RPE1wt_CEP63+CETN2+PCNT_1_000_002_max_C1,1836,365,0.9132266640663147
526,RPE1wt_CEP63+CETN2+PCNT_1_000_002_max_C1,1278,304,0.9153807759284973
527,RPE1wt_CEP63+CETN2+PCNT_1_000_002_max_C1,1274,299,0.8946599364280701
528,RPE1wt_CEP63+CETN2+PCNT_1_000_002_max_C1,475,298,0.7716588973999023
529,RPE1wt_CEP63+CETN2+PCNT_1_000_002_max_C1,470,291,0.9276125431060791
530,RPE1wt_CEP63+CETN2+PCNT_1_000_002_max_C1,1191,274,0.9073322415351868
531,RPE1wt_CEP63+CETN2+PCNT_1_000_002_max_C1,132,263,0.822573184967041
532,RPE1wt_CEP63+CETN2+PCNT_1_000_002_max_C1,1678,188,0.7433403134346008
533,RPE1wt_CEP63+CETN2+PCNT_1_000_002_max_C1,1669,176,0.9516658186912537
534,RPE1wt_CEP63+CETN2+PCNT_1_000_002_max_C1,154,61,0.9341435432434082
535,RPE1wt_CEP63+CETN2+PCNT_1_000_002_max_C1,849,38,0.8639054894447327
536,RPE1wt_CEP63+CETN2+PCNT_1_000_002_max_C1,839,36,0.3177061975002289
537,RPE1wt_CEP63+CETN2+PCNT_1_000_002_max_C1,1498,26,0.9528362154960632
538,RPE1wt_CEP63+CETN2+PCNT_1_000_002_max_C1,1380,14,0.8418225049972534
539,RPE1wt_CEP63+CETN2+PCNT_1_002_002_max_C1,1789,2044,0.27835333347320557
540,RPE1wt_CEP63+CETN2+PCNT_1_002_002_max_C1,333,1938,0.11653921008110046
541,RPE1wt_CEP63+CETN2+PCNT_1_002_002_max_C1,332,1931,0.8701853156089783
542,RPE1wt_CEP63+CETN2+PCNT_1_002_002_max_C1,171,1799,0.26263687014579773
543,RPE1wt_CEP63+CETN2+PCNT_1_002_002_max_C1,1453,1790,0.4375070631504059
544,RPE1wt_CEP63+CETN2+PCNT_1_002_002_max_C1,172,1790,0.979642391204834
545,RPE1wt_CEP63+CETN2+PCNT_1_002_002_max_C1,1456,1788,0.8170573115348816
546,RPE1wt_CEP63+CETN2+PCNT_1_002_002_max_C1,402,1759,0.8246732950210571
547,RPE1wt_CEP63+CETN2+PCNT_1_002_002_max_C1,771,1735,0.9058636426925659
548,RPE1wt_CEP63+CETN2+PCNT_1_002_002_max_C1,766,1729,0.677401065826416
549,RPE1wt_CEP63+CETN2+PCNT_1_002_002_max_C1,234,1521,0.8740325570106506
550,RPE1wt_CEP63+CETN2+PCNT_1_002_002_max_C1,228,1519,0.3301088511943817
551,RPE1wt_CEP63+CETN2+PCNT_1_002_002_max_C1,916,1504,0.7084527611732483
552,RPE1wt_CEP63+CETN2+PCNT_1_002_002_max_C1,918,1498,0.12685447931289673
553,RPE1wt_CEP63+CETN2+PCNT_1_002_002_max_C1,1176,1494,0.8881664872169495
554,RPE1wt_CEP63+CETN2+PCNT_1_002_002_max_C1,1173,1492,0.724004864692688
555,RPE1wt_CEP63+CETN2+PCNT_1_002_002_max_C1,1624,1469,0.603945791721344
556,RPE1wt_CEP63+CETN2+PCNT_1_002_002_max_C1,1623,1462,0.8249554634094238
557,RPE1wt_CEP63+CETN2+PCNT_1_002_002_max_C1,1852,1458,0.9347118735313416
558,RPE1wt_CEP63+CETN2+PCNT_1_002_002_max_C1,332,1286,0.9522691965103149
559,RPE1wt_CEP63+CETN2+PCNT_1_002_002_max_C1,124,1236,0.9343171715736389
560,RPE1wt_CEP63+CETN2+PCNT_1_002_002_max_C1,313,1181,0.9662282466888428
561,RPE1wt_CEP63+CETN2+PCNT_1_002_002_max_C1,1354,1170,0.8826859593391418
562,RPE1wt_CEP63+CETN2+PCNT_1_002_002_max_C1,1345,1169,0.8576454520225525
563,RPE1wt_CEP63+CETN2+PCNT_1_002_002_max_C1,545,1142,0.16076353192329407
564,RPE1wt_CEP63+CETN2+PCNT_1_002_002_max_C1,548,1138,0.7876174449920654
565,RPE1wt_CEP63+CETN2+PCNT_1_002_002_max_C1,915,1094,0.9447939395904541
566,RPE1wt_CEP63+CETN2+PCNT_1_002_002_max_C1,900,1090,0.9118675589561462
567,RPE1wt_CEP63+CETN2+PCNT_1_002_002_max_C1,1679,1067,0.9050732254981995
568,RPE1wt_CEP63+CETN2+PCNT_1_002_002_max_C1,1669,1054,0.9255778193473816
569,RPE1wt_CEP63+CETN2+PCNT_1_002_002_max_C1,22,988,0.9047366380691528
